[2025-03-02 19:54:44,637] INFO - [2025-03-02 19:54:44] Machine 2 received message from 3, Received Clock: 1, Queue Length: 3, Updated Logical Clock: 2
[2025-03-02 19:54:45,643] INFO - [2025-03-02 19:54:45] Machine 2 received message from 1, Received Clock: 3, Queue Length: 3, Updated Logical Clock: 4
[2025-03-02 19:54:46,648] INFO - [2025-03-02 19:54:46] Machine 2 received message from 1, Received Clock: 4, Queue Length: 2, Updated Logical Clock: 5
[2025-03-02 19:54:47,654] INFO - [2025-03-02 19:54:47] Machine 2 received message from 1, Received Clock: 5, Queue Length: 2, Updated Logical Clock: 6
[2025-03-02 19:54:48,660] INFO - [2025-03-02 19:54:48] Machine 2 received message from 3, Received Clock: 16, Queue Length: 1, Updated Logical Clock: 17
[2025-03-02 19:54:49,666] INFO - [2025-03-02 19:54:49] Machine 2 received message from 3, Received Clock: 29, Queue Length: 1, Updated Logical Clock: 30
[2025-03-02 19:54:50,671] INFO - [2025-03-02 19:54:50] Machine 2 received message from 1, Received Clock: 31, Queue Length: 1, Updated Logical Clock: 32
[2025-03-02 19:54:51,676] INFO - [2025-03-02 19:54:51] Machine 2 sent message to ('localhost', 6542), Logical Clock: 33
[2025-03-02 19:54:52,682] INFO - [2025-03-02 19:54:52] Machine 2 received message from 3, Received Clock: 40, Queue Length: 4, Updated Logical Clock: 41
[2025-03-02 19:54:53,688] INFO - [2025-03-02 19:54:53] Machine 2 received message from 1, Received Clock: 43, Queue Length: 6, Updated Logical Clock: 44
[2025-03-02 19:54:54,694] INFO - [2025-03-02 19:54:54] Machine 2 received message from 3, Received Clock: 42, Queue Length: 6, Updated Logical Clock: 45
[2025-03-02 19:54:55,699] INFO - [2025-03-02 19:54:55] Machine 2 received message from 1, Received Clock: 45, Queue Length: 7, Updated Logical Clock: 46
[2025-03-02 19:54:56,705] INFO - [2025-03-02 19:54:56] Machine 2 received message from 1, Received Clock: 47, Queue Length: 9, Updated Logical Clock: 48
[2025-03-02 19:54:57,710] INFO - [2025-03-02 19:54:57] Machine 2 received message from 1, Received Clock: 48, Queue Length: 10, Updated Logical Clock: 49
[2025-03-02 19:54:58,711] INFO - [2025-03-02 19:54:58] Machine 2 received message from 1, Received Clock: 49, Queue Length: 9, Updated Logical Clock: 50
[2025-03-02 19:54:59,717] INFO - [2025-03-02 19:54:59] Machine 2 received message from 1, Received Clock: 52, Queue Length: 10, Updated Logical Clock: 53
[2025-03-02 19:55:00,723] INFO - [2025-03-02 19:55:00] Machine 2 received message from 1, Received Clock: 58, Queue Length: 12, Updated Logical Clock: 59
[2025-03-02 19:55:01,728] INFO - [2025-03-02 19:55:01] Machine 2 received message from 3, Received Clock: 61, Queue Length: 11, Updated Logical Clock: 62
[2025-03-02 19:55:02,731] INFO - [2025-03-02 19:55:02] Machine 2 received message from 1, Received Clock: 64, Queue Length: 11, Updated Logical Clock: 65
[2025-03-02 19:55:03,734] INFO - [2025-03-02 19:55:03] Machine 2 received message from 1, Received Clock: 68, Queue Length: 11, Updated Logical Clock: 69
[2025-03-02 19:55:04,739] INFO - [2025-03-02 19:55:04] Machine 2 received message from 3, Received Clock: 71, Queue Length: 12, Updated Logical Clock: 72
[2025-03-02 19:55:05,744] INFO - [2025-03-02 19:55:05] Machine 2 received message from 1, Received Clock: 73, Queue Length: 13, Updated Logical Clock: 74
[2025-03-02 19:55:06,750] INFO - [2025-03-02 19:55:06] Machine 2 received message from 1, Received Clock: 76, Queue Length: 13, Updated Logical Clock: 77
[2025-03-02 19:55:07,755] INFO - [2025-03-02 19:55:07] Machine 2 received message from 1, Received Clock: 82, Queue Length: 14, Updated Logical Clock: 83
[2025-03-02 19:55:08,760] INFO - [2025-03-02 19:55:08] Machine 2 received message from 3, Received Clock: 83, Queue Length: 15, Updated Logical Clock: 84
[2025-03-02 19:55:09,763] INFO - [2025-03-02 19:55:09] Machine 2 received message from 3, Received Clock: 85, Queue Length: 15, Updated Logical Clock: 86
[2025-03-02 19:55:10,769] INFO - [2025-03-02 19:55:10] Machine 2 received message from 1, Received Clock: 88, Queue Length: 16, Updated Logical Clock: 89
[2025-03-02 19:55:11,774] INFO - [2025-03-02 19:55:11] Machine 2 received message from 1, Received Clock: 92, Queue Length: 17, Updated Logical Clock: 93
[2025-03-02 19:55:12,776] INFO - [2025-03-02 19:55:12] Machine 2 received message from 1, Received Clock: 99, Queue Length: 16, Updated Logical Clock: 100
[2025-03-02 19:55:13,783] INFO - [2025-03-02 19:55:13] Machine 2 received message from 3, Received Clock: 102, Queue Length: 17, Updated Logical Clock: 103
[2025-03-02 19:55:14,786] INFO - [2025-03-02 19:55:14] Machine 2 received message from 1, Received Clock: 108, Queue Length: 19, Updated Logical Clock: 109
[2025-03-02 19:55:15,788] INFO - [2025-03-02 19:55:15] Machine 2 received message from 3, Received Clock: 109, Queue Length: 20, Updated Logical Clock: 110
[2025-03-02 19:55:16,794] INFO - [2025-03-02 19:55:16] Machine 2 received message from 3, Received Clock: 114, Queue Length: 21, Updated Logical Clock: 115
[2025-03-02 19:55:17,800] INFO - [2025-03-02 19:55:17] Machine 2 received message from 3, Received Clock: 115, Queue Length: 24, Updated Logical Clock: 116
[2025-03-02 19:55:18,804] INFO - [2025-03-02 19:55:18] Machine 2 received message from 3, Received Clock: 120, Queue Length: 24, Updated Logical Clock: 121
[2025-03-02 19:55:19,806] INFO - [2025-03-02 19:55:19] Machine 2 received message from 1, Received Clock: 124, Queue Length: 25, Updated Logical Clock: 125
[2025-03-02 19:55:20,807] INFO - [2025-03-02 19:55:20] Machine 2 received message from 3, Received Clock: 127, Queue Length: 24, Updated Logical Clock: 128
[2025-03-02 19:55:21,813] INFO - [2025-03-02 19:55:21] Machine 2 received message from 1, Received Clock: 128, Queue Length: 24, Updated Logical Clock: 129
[2025-03-02 19:55:22,818] INFO - [2025-03-02 19:55:22] Machine 2 received message from 1, Received Clock: 130, Queue Length: 23, Updated Logical Clock: 131
[2025-03-02 19:55:23,823] INFO - [2025-03-02 19:55:23] Machine 2 received message from 3, Received Clock: 135, Queue Length: 25, Updated Logical Clock: 136
[2025-03-02 19:55:24,829] INFO - [2025-03-02 19:55:24] Machine 2 received message from 1, Received Clock: 139, Queue Length: 26, Updated Logical Clock: 140
[2025-03-02 19:55:25,832] INFO - [2025-03-02 19:55:25] Machine 2 received message from 1, Received Clock: 140, Queue Length: 25, Updated Logical Clock: 141
[2025-03-02 19:55:26,836] INFO - [2025-03-02 19:55:26] Machine 2 received message from 1, Received Clock: 147, Queue Length: 25, Updated Logical Clock: 148
